提交id,用户id,题目名称,提交语言,提交状态,提交时间,代码详细,占用时间,占用内存
79702076,866328313,神秘数字,Java,答案错误,2025/10/18 18:20,,39,10864
79702098,110872932,神秘数字,C++,答案正确,2025/10/18 18:22,,4,428
79702111,866328313,神秘数字,Java,答案正确,2025/10/18 18:23,,39,10696
79703326,408689677,不神秘签到,C,编译错误,2025/10/18 19:29,,0,0
79703332,408689677,不神秘签到,C,答案正确,2025/10/18 19:30,,2,260
79704995,372305433,神秘博弈（HardVerson),C++,答案错误,2025/10/18 20:33,,1474,3344
79705274,917975255,不神秘签到,C++,答案正确,2025/10/18 20:44,,2,320
79705388,917975255,DidUKnow?,C++,答案正确,2025/10/18 20:49,,41,1700
79705391,915201552,不神秘签到,C++,答案正确,2025/10/18 20:49,,3,396
79705465,917975255,神秘计数,C++,答案错误,2025/10/18 20:52,,4,500
79705488,917975255,神秘计数,C++,答案错误,2025/10/18 20:53,,4,500
79705532,917975255,神秘计数,C++,答案错误,2025/10/18 20:54,,4,448
79705589,917975255,神秘计数,C++,答案正确,2025/10/18 20:57,,3,676
79705626,917975255,神秘计数,C++,答案正确,2025/10/18 20:59,,4,508
79705685,917975255,神秘博弈（EasyVerson),C++,答案错误,2025/10/18 21:02,,3,488
79705740,917975255,神秘博弈（EasyVerson),C++,答案错误,2025/10/18 21:04,,4,460
79705767,917975255,神秘博弈（EasyVerson),C++,答案错误,2025/10/18 21:06,,3,412
79705785,915201552,神秘计数,C++,答案错误,2025/10/18 21:06,,2,432
79705821,915201552,神秘计数,C++,答案错误,2025/10/18 21:08,,3,568
79705836,915201552,神秘计数,C++,答案错误,2025/10/18 21:09,,3,496
79705838,915201552,神秘计数,C++,答案错误,2025/10/18 21:09,,3,452
79705855,915201552,神秘计数,C++,答案错误,2025/10/18 21:09,,3,560
79705889,915201552,神秘计数,C++,答案错误,2025/10/18 21:11,,3,528
79706056,915201552,神秘计数,C++,答案错误,2025/10/18 21:18,,3,512
79706137,917975255,神秘博弈（EasyVerson),C++,运行超时,2025/10/18 21:22,,1001,0
79706147,917975255,神秘博弈（EasyVerson),C++,运行超时,2025/10/18 21:23,,1001,0
79706177,917975255,神秘博弈（EasyVerson),C++,运行超时,2025/10/18 21:24,,1001,0
79706196,917975255,神秘博弈（EasyVerson),C++,运行超时,2025/10/18 21:25,,1001,0
79706250,917975255,神秘博弈（EasyVerson),C++,答案错误,2025/10/18 21:28,,3,412
79706254,917975255,神秘博弈（EasyVerson),C++,答案正确,2025/10/18 21:29,,3,460
79706296,917975255,神秘博弈（EasyVerson),C++,答案正确,2025/10/18 21:31,,3,420
79706311,917975255,神秘博弈（HardVerson),C++,答案错误,2025/10/18 21:31,,1946,13116
79706439,915201552,神秘博弈（EasyVerson),C++,答案错误,2025/10/18 21:37,,3,400
79706660,915201552,神秘计数,C++,答案错误,2025/10/18 21:50,,107,652
79706663,915201552,神秘计数,C++,答案错误,2025/10/18 21:50,,99,564
79708294,915201552,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:09,,3,524
79708298,915201552,神秘计数,C++,答案错误,2025/10/19 0:09,,97,620
79708351,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:14,,3,444
79708394,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:20,,3,436
79708407,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:22,,3,412
79708416,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:23,,4,400
79708441,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:26,,4,416
79708456,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:27,,3,404
79708529,294413613,神秘博弈（EasyVerson),C++,答案正确,2025/10/19 0:36,,95,15256
79708562,294413613,神秘博弈（EasyVerson),C++,格式错误,2025/10/19 0:41,,95,15280
79708566,294413613,神秘博弈（EasyVerson),C++,答案正确,2025/10/19 0:42,,88,15288
79708576,294413613,神秘博弈（EasyVerson),C++,答案正确,2025/10/19 0:43,,23,436
79708583,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:45,,3,408
79708604,294413613,神秘博弈（EasyVerson),C++,答案错误,2025/10/19 0:48,,3,404
79708670,294413613,神秘字符串,C++,答案错误,2025/10/19 1:10,,4,440
79708690,294413613,神秘字符串,C++,答案正确,2025/10/19 1:16,,3,404
79708727,294413613,神秘博弈（HardVerson),C++,答案错误,2025/10/19 1:31,,1446,6912
79711724,294413613,歪数,C++,答案错误,2025/10/19 11:32,,4,1272
79711754,294413613,歪数,C++,答案正确,2025/10/19 11:34,,5,1184
79715227,876110379,不神秘签到,C,答案正确,2025/10/19 13:41,,2,300
79752902,876736250,DidUKnow?,C++,答案错误,2025/10/19 19:18,,4,412
79753238,876736250,DidUKnow?,C++,答案正确,2025/10/19 19:20,,40,448
79766072,876736250,神秘字符串,C++,答案正确,2025/10/19 20:17,,3,420
79785582,456764805,不神秘签到,C++,答案正确,2025/10/20 12:52,,2,296
79785586,456764805,不神秘签到,C++,答案正确,2025/10/20 12:52,,2,384
79794333,917975255,神秘博弈（EasyVerson),C++,答案正确,2025/10/20 19:41,,3,420
79795115,917975255,神秘煎饼,C++,答案错误,2025/10/20 19:56,,3,464
79795192,917975255,神秘煎饼,C++,答案正确,2025/10/20 19:58,,3,452
79795573,917975255,神秘煎饼,C++,答案错误,2025/10/20 20:05,,2,528
79795606,917975255,神秘煎饼,C++,答案错误,2025/10/20 20:05,,2,476
79795658,917975255,神秘煎饼,C++,答案正确,2025/10/20 20:06,,3,512
79795702,917975255,神秘博弈（HardVerson),C++,答案正确,2025/10/20 20:07,,1603,6776
79798149,917975255,歪数,C++,答案正确,2025/10/20 20:59,,13,528
79803141,362608420,不神秘签到,C++,编译错误,2025/10/21 8:43,,0,0
79803142,362608420,不神秘签到,C++,答案正确,2025/10/21 8:43,,2,300
79803334,362608420,神秘计数,C++,答案正确,2025/10/21 9:12,,3,552
79803551,362608420,DidUKnow?,C++,答案正确,2025/10/21 9:35,,11,424
79803734,362608420,DidUKnow?,C++,答案正确,2025/10/21 9:59,,12,408
79804222,362608420,神秘计数,C++,编译错误,2025/10/21 10:58,,0,0
79804240,362608420,神秘计数,C++,段错误,2025/10/21 11:00,,4,476
79804245,362608420,神秘计数,C++,段错误,2025/10/21 11:01,,3,528
79804252,362608420,神秘计数,C++,段错误,2025/10/21 11:01,,3,520
79804254,362608420,神秘计数,C++,段错误,2025/10/21 11:01,,3,444
79804297,362608420,神秘计数,C++,答案正确,2025/10/21 11:05,,4,712
79810068,362608420,神秘博弈（EasyVerson),C++,答案错误,2025/10/21 17:37,,3,400
79810181,362608420,神秘博弈（EasyVerson),C++,答案正确,2025/10/21 17:43,,13,432
79810214,362608420,神秘博弈（HardVerson),C++,运行超时,2025/10/21 17:45,,2001,0
79810232,362608420,神秘博弈（HardVerson),C++,运行超时,2025/10/21 17:46,,2001,0
79814151,362608420,神秘博弈（EasyVerson),C++,答案正确,2025/10/21 20:24,,3,532
79814227,362608420,神秘博弈（EasyVerson),C++,运行超时,2025/10/21 20:26,,1001,0
79814318,362608420,神秘博弈（EasyVerson),C++,答案正确,2025/10/21 20:28,,3,396
79908047,989693912,神秘数字,C++,答案错误,2025/10/24 21:18,,2,440
79908064,989693912,神秘数字,C++,答案错误,2025/10/24 21:18,,3,428
79908079,989693912,神秘数字,C++,答案错误,2025/10/24 21:18,,3,408
79908127,989693912,神秘数字,C++,答案错误,2025/10/24 21:19,,3,424
79908166,989693912,神秘数字,C++,答案错误,2025/10/24 21:19,,3,424
79916729,698535729,DidUKnow?,C,答案正确,2025/10/25 10:58,,12,332
79917346,698535729,神秘计数,C,答案错误,2025/10/25 11:18,,4,512
79917427,698535729,神秘计数,C,答案正确,2025/10/25 11:21,,3,516
80038224,165482471,不神秘签到,C,答案错误,2025/10/29 19:53,,2,328
80038254,165482471,不神秘签到,C,答案正确,2025/10/29 19:54,,1,188
80038931,165482471,DidUKnow?,C++,答案正确,2025/10/29 20:02,,41,452
80040008,165482471,神秘计数,C++,答案正确,2025/10/29 20:15,,5,644
80040932,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:28,,3,396
80041439,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:35,,3,432
80041449,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:36,,3,416
80041544,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:37,,3,400
80041672,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:39,,3,448
80041773,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:40,,3,396
80042040,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:44,,3,416
80042198,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:47,,3,400
80042511,165482471,神秘博弈（HardVerson),C++,答案错误,2025/10/29 20:52,,3,428
80042539,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:52,,3,404
80042603,165482471,神秘博弈（EasyVerson),C++,答案错误,2025/10/29 20:53,,3,448
80042893,165482471,神秘博弈（EasyVerson),C++,答案正确,2025/10/29 20:58,,3,392
80042902,165482471,神秘博弈（HardVerson),C++,答案错误,2025/10/29 20:58,,1820,5144
80042931,165482471,神秘博弈（HardVerson),C++,答案错误,2025/10/29 20:58,,1454,3512
80042999,165482471,神秘博弈（HardVerson),C++,运行超时,2025/10/29 20:59,,2001,0
80043465,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:12,,3,448
80043707,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:18,,3,460
80043720,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:18,,3,508
80043756,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:19,,3,480
80043801,165482471,神秘煎饼,C++,编译错误,2025/10/29 21:20,,0,0
80043807,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:20,,3,444
80043810,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:20,,3,520
80043849,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:21,,3,516
80043872,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:22,,4,528
80043956,165482471,神秘煎饼,C++,答案错误,2025/10/29 21:24,,3,524
80044157,165482471,神秘煎饼,C++,编译错误,2025/10/29 21:28,,0,0
80044164,165482471,神秘煎饼,C++,编译错误,2025/10/29 21:29,,0,0
80044172,165482471,神秘煎饼,C++,答案正确,2025/10/29 21:29,,3,492
